"operator","inout_travelling","network_type","rating","calldrop_category","latitude","longitude","state_name"
"VI","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","2G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","2G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","3G","4","Satisfactory","-1","-1","NA"
"BSNL","Travelling","2G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","4","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","3","Satisfactory","17.7581059","82.3693916","Andhra Pradesh"
"BSNL","Indoor","3G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","2","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Travelling","4G","2","Poor Voice Quality","18.9549143","72.8013728","Maharashtra"
"Airtel","Outdoor","4G","1","Poor Voice Quality","21.20305327","72.88566573","Gujarat"
"RJio","Outdoor","4G","3","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","Unknown","3","Poor Voice Quality","21.14053019","79.05953275","Maharashtra"
"BSNL","Indoor","2G","3","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","1","Call Dropped","19.06706826","72.87925967","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","2G","5","Satisfactory","18.4790224","74.0267011","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","18.479021","74.0266974","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","13.93678105","75.54828707","Karnataka"
"VI","Indoor","2G","5","Satisfactory","18.47888463","74.02650361","Maharashtra"
"VI","Outdoor","Unknown","4","Satisfactory","18.5189194","73.8575808","Maharashtra"
"BSNL","Outdoor","2G","1","Poor Voice Quality","17.7560742","82.3698884","Andhra Pradesh"
"BSNL","Outdoor","2G","2","Poor Voice Quality","17.7560742","82.3698884","Andhra Pradesh"
"RJio","Outdoor","4G","4","Satisfactory","18.51973346","73.85629597","Maharashtra"
"VI","Outdoor","Unknown","4","Satisfactory","18.51973346","73.85629597","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","18.5197783","73.8561685","Maharashtra"
"VI","Indoor","2G","5","Satisfactory","18.4790218","74.0266942","Maharashtra"
"VI","Indoor","2G","5","Satisfactory","18.4790218","74.0266942","Maharashtra"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Travelling","4G","5","Satisfactory","28.66306","77.257415","Delhi"
"VI","Outdoor","4G","4","Satisfactory","28.6562514","77.2316298","Delhi"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.16372188","77.44605146","Madhya Pradesh"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","2","Poor Voice Quality","18.9548823","72.8013687","Maharashtra"
"VI","Outdoor","Unknown","1","Poor Voice Quality","21.14053019","79.05953275","Maharashtra"
"VI","Travelling","4G","3","Call Dropped","21.14053019","79.05953275","Maharashtra"
"VI","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","Unknown","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","3","Satisfactory","-1","-1","NA"
"VI","Indoor","2G","5","Satisfactory","18.479021","74.0266974","Maharashtra"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","2","Poor Voice Quality","18.9520054","72.8296274","Maharashtra"
"VI","Indoor","4G","1","Poor Voice Quality","18.9520106","72.8296332","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","23.16378018","77.44611533","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16378018","77.44611533","Madhya Pradesh"
"VI","Indoor","4G","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"VI","Indoor","4G","1","Poor Voice Quality","18.9515765","72.8277303","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","18.6415431","73.7700805","Maharashtra"
"VI","Indoor","3G","1","Poor Voice Quality","28.53557658","77.49760641","Uttar Pradesh"
"RJio","Indoor","Unknown","5","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","18.76522","73.35296","Maharashtra"
"VI","Indoor","2G","5","Satisfactory","18.47888463","74.02650361","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","21.12306181","79.0678681","Maharashtra"
"Airtel","Indoor","4G","1","Poor Voice Quality","18.45011295","73.85000282","Maharashtra"
"Airtel","Indoor","4G","1","Poor Voice Quality","18.45011295","73.85000282","Maharashtra"
"VI","Indoor","4G","3","Poor Voice Quality","21.12326857","79.06792057","Maharashtra"
"VI","Indoor","4G","1","Poor Voice Quality","21.12326857","79.06792057","Maharashtra"
"VI","Outdoor","4G","3","Satisfactory","21.12326857","79.06792057","Maharashtra"
"Airtel","Indoor","Unknown","4","Satisfactory","13.93669177","75.54820777","Karnataka"
"VI","Outdoor","3G","4","Satisfactory","21.12326857","79.06792057","Maharashtra"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","13.92846295","75.56732022","Karnataka"
"Airtel","Indoor","Unknown","5","Satisfactory","13.92854948","75.56760428","Karnataka"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"VI","Outdoor","Unknown","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","2","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","3","Satisfactory","18.9550194","72.8013704","Maharashtra"
"VI","Indoor","2G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","1","Poor Voice Quality","29.39344667","79.43988333","Uttarakhand"
"VI","Outdoor","Unknown","1","Poor Voice Quality","19.06706826","72.87925967","Maharashtra"
"RJio","Indoor","4G","5","Satisfactory","12.9566572","77.4896446","Karnataka"
"Airtel","Indoor","Unknown","1","Call Dropped","21.13546738","72.77218274","Gujarat"
"RJio","Outdoor","4G","3","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.16372545","77.44586203","Madhya Pradesh"
"VI","Indoor","2G","5","Satisfactory","18.47888463","74.02650361","Maharashtra"
"RJio","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.2328587","77.3993734","Madhya Pradesh"
"VI","Indoor","2G","5","Satisfactory","18.47902","74.0266999","Maharashtra"
"RJio","Outdoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Outdoor","4G","4","Satisfactory","18.5499611","73.94042282","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","18.52133344","73.85349323","Maharashtra"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","3","Satisfactory","18.9548808","72.8013725","Maharashtra"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","18.52133344","73.85349323","Maharashtra"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.16372545","77.44586203","Madhya Pradesh"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"Airtel","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.16372545","77.44586203","Madhya Pradesh"
"VI","Indoor","4G","5","Satisfactory","23.16372545","77.44586203","Madhya Pradesh"
"VI","Outdoor","4G","5","Satisfactory","19.42500464","81.60372024","Chhattisgarh"
"VI","Indoor","2G","5","Satisfactory","18.4790212","74.0266985","Maharashtra"
"BSNL","Outdoor","2G","4","Satisfactory","17.7560742","82.3698884","Andhra Pradesh"
"BSNL","Outdoor","2G","3","Call Dropped","-1","-1","NA"
"VI","Outdoor","4G","3","Poor Voice Quality","21.13153321","79.06819411","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","21.14079582","79.06061487","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","23.21988089","77.42991814","Madhya Pradesh"
"VI","Indoor","4G","1","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","23.21988089","77.42991814","Madhya Pradesh"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"Airtel","Outdoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","4","Satisfactory","18.5197166","73.8561799","Maharashtra"
"RJio","Indoor","4G","3","Satisfactory","22.1894157","75.8895214","Madhya Pradesh"
"VI","Outdoor","4G","4","Satisfactory","21.12298339","79.06776376","Maharashtra"
"BSNL","Indoor","2G","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","22.2051306","75.8651963","Madhya Pradesh"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","5","Satisfactory","21.12298339","79.06776376","Maharashtra"
"VI","Indoor","4G","3","Call Dropped","21.12298339","79.06776376","Maharashtra"
"VI","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","24.21888015","88.54832855","West Bengal"
"VI","Indoor","4G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","2G","2","Poor Voice Quality","17.7581059","82.3693973","Andhra Pradesh"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Outdoor","4G","1","Call Dropped","18.51975985","73.85622189","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.51975985","73.85622189","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.519788","73.8562075","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.5197215","73.8561785","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","18.51975985","73.85622189","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.52571131","73.8559691","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","24.21895387","88.55120815","West Bengal"
"VI","Outdoor","4G","4","Satisfactory","18.5257972","73.85574683","Maharashtra"
"BSNL","Indoor","2G","3","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"BSNL","Indoor","2G","2","Poor Voice Quality","-1","-1","NA"
"BSNL","Indoor","2G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","22.96972931","76.10903263","Madhya Pradesh"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","22.96972931","76.10903263","Madhya Pradesh"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","5","Satisfactory","24.21895387","88.55120815","West Bengal"
"BSNL","Indoor","2G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","22.75450723","75.86585987","Madhya Pradesh"
"VI","Outdoor","4G","3","Satisfactory","18.95498459","72.8011463","Maharashtra"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Outdoor","Unknown","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"Airtel","Outdoor","4G","1","Call Dropped","-1","-1","NA"
"VI","Indoor","4G","5","Satisfactory","22.75450723","75.86585987","Madhya Pradesh"
"VI","Outdoor","4G","5","Satisfactory","18.39008829","81.65870662","Chhattisgarh"
"VI","Outdoor","4G","4","Satisfactory","18.5257972","73.85574683","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.5197476","73.8561917","Maharashtra"
"VI","Outdoor","Unknown","1","Call Dropped","18.5197873","73.85615248","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.5197873","73.85615248","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","18.5197873","73.85615248","Maharashtra"
"Airtel","Indoor","4G","1","Call Dropped","10.5619675","76.1674931","Kerala"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","4","Satisfactory","20.93005183","78.97072896","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","20.93005183","78.97072896","Maharashtra"
"RJio","Indoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","Unknown","5","Satisfactory","10.3029797","76.2231176","Kerala"
"VI","Indoor","4G","5","Satisfactory","22.75450723","75.86585987","Madhya Pradesh"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","Unknown","1","Call Dropped","17.7560742","82.3698884","Andhra Pradesh"
"BSNL","Outdoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","Unknown","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","Unknown","3","Satisfactory","17.7560742","82.3698884","Andhra Pradesh"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","2G","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","Unknown","1","Call Dropped","17.7560742","82.3698884","Andhra Pradesh"
"BSNL","Outdoor","Unknown","1","Poor Voice Quality","-1","-1","NA"
"BSNL","Outdoor","Unknown","3","Satisfactory","-1","-1","NA"
"BSNL","Outdoor","Unknown","3","Satisfactory","17.7560742","82.3698884","Andhra Pradesh"
"BSNL","Indoor","Unknown","1","Call Dropped","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Poor Voice Quality","-1","-1","NA"
"Airtel","Indoor","2G","4","Satisfactory","12.9361299","77.6946437","Karnataka"
"VI","Indoor","4G","3","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"VI","Indoor","4G","1","Poor Voice Quality","20.93005183","78.97072896","Maharashtra"
"VI","Indoor","2G","5","Satisfactory","18.4790141","74.0266181","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","12.9361253","77.6946476","Karnataka"
"VI","Indoor","2G","5","Satisfactory","18.4790272","74.0267073","Maharashtra"
"RJio","Travelling","4G","3","Call Dropped","12.95312265","77.53851081","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","12.96410757","77.56944451","Karnataka"
"RJio","Indoor","4G","5","Satisfactory","12.97683984","77.57791172","Karnataka"
"RJio","Indoor","4G","5","Satisfactory","12.97683984","77.57791172","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","12.9361298","77.694651","Karnataka"
"Airtel","Indoor","4G","2","Poor Voice Quality","10.5619714","76.1675282","Kerala"
"Airtel","Indoor","4G","1","Call Dropped","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","12.97671995","77.57977402","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","12.97681141","77.57996892","Karnataka"
"Airtel","Indoor","4G","4","Satisfactory","12.9361315","77.6946504","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","12.9769404","77.5778785","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","12.97680048","77.57958901","Karnataka"
"VI","Indoor","4G","4","Satisfactory","20.93005183","78.97072896","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","20.93005183","78.97072896","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","12.96940104","77.70669547","Karnataka"
"Airtel","Indoor","4G","1","Call Dropped","18.57813349","73.81827482","Maharashtra"
"VI","Indoor","4G","3","Satisfactory","20.93005183","78.97072896","Maharashtra"
"VI","Indoor","4G","1","Poor Voice Quality","18.57852944","73.8175541","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","12.88228259","77.72576132","Karnataka"
"Airtel","Travelling","4G","1","Poor Voice Quality","18.45011295","73.85000282","Maharashtra"
"Airtel","Indoor","4G","2","Poor Voice Quality","18.45011295","73.85000282","Maharashtra"
"RJio","Indoor","4G","2","Poor Voice Quality","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","3","Satisfactory","22.17951667","75.86294833","Madhya Pradesh"
"RJio","Indoor","4G","5","Satisfactory","12.87915","77.7246283","Karnataka"
"VI","Outdoor","4G","4","Satisfactory","18.5197873","73.85615248","Maharashtra"
"VI","Outdoor","4G","4","Satisfactory","18.5197456","73.8561759","Maharashtra"
"VI","Indoor","Unknown","4","Satisfactory","18.51976325","73.85617368","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","18.5197271","73.8561754","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","Unknown","4","Satisfactory","12.9360844","77.6946514","Karnataka"
"VI","Outdoor","4G","4","Satisfactory","18.51976325","73.85617368","Maharashtra"
"Airtel","Indoor","4G","4","Satisfactory","12.9358756","77.6945104","Karnataka"
"Airtel","Indoor","2G","4","Satisfactory","12.9361395","77.6946495","Karnataka"
"Airtel","Indoor","2G","4","Satisfactory","12.9361376","77.6946417","Karnataka"
"VI","Travelling","4G","5","Satisfactory","23.16096952","77.45547121","Madhya Pradesh"
"Airtel","Indoor","4G","4","Satisfactory","12.9361027","77.694648","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","5","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"Airtel","Indoor","4G","4","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","3","Satisfactory","18.954878","72.8013692","Maharashtra"
"Airtel","Indoor","4G","1","Poor Voice Quality","21.1409578","72.76524222","Gujarat"
"VI","Indoor","4G","4","Satisfactory","21.12312523","79.06794806","Maharashtra"
"VI","Indoor","4G","4","Satisfactory","21.12312523","79.06794806","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","12.87915","77.7246283","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","12.96215622","77.71345192","Karnataka"
"RJio","Indoor","4G","5","Satisfactory","12.96215622","77.71345192","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","12.9595888","77.7134525","Karnataka"
"VI","Indoor","2G","5","Satisfactory","18.4790235","74.026703","Maharashtra"
"VI","Indoor","2G","5","Satisfactory","18.4790235","74.026703","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","12.92648862","77.67998415","Karnataka"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"VI","Indoor","4G","3","Poor Voice Quality","21.12312523","79.06794806","Maharashtra"
"Airtel","Indoor","2G","4","Satisfactory","12.9361288","77.6946446","Karnataka"
"VI","Indoor","4G","5","Satisfactory","23.22687181","77.52233106","Madhya Pradesh"
"RJio","Outdoor","4G","5","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","1","Call Dropped","-1","-1","NA"
"BSNL","Indoor","3G","4","Satisfactory","-1","-1","NA"
"RJio","Indoor","4G","3","Satisfactory","22.17935667","75.86309833","Madhya Pradesh"
"VI","Indoor","4G","4","Satisfactory","21.12030789","79.05707412","Maharashtra"
"RJio","Outdoor","4G","5","Satisfactory","12.92700398","77.67996877","Karnataka"
"VI","Indoor","4G","4","Satisfactory","21.12030789","79.05707412","Maharashtra"
